respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Qual é a sua idade?,Com qual gênero você se identifica?,Qual é seu nível de escolaridade?,Qual é o nível de escolaridade do seu pai?,Qual é o nível de escolaridade da sua mãe?,Qual a sua profissão?,O que é o Sol?,Quantos planetas o Sistema Solar possui?,Qual o maior planeta do Sistema Solar?,Qual é o nome da nossa Galáxia?,O que é a Lua?,Qual é a distância (aproximada) da Terra ao Sol?,Qual o formato da Terra?,O que é um eclipse lunar?,"O que é uma ""estrela cadente""?",Qual a diferença entre cometa e asteroide?,O que é uma nebulosa?,Qual destes(as) é um(a) astrônomo(a) brasileiro(a)?,O que é um buraco negro?,"Qual a idade do Universo, aproximadamente?",Por que é necessário colocar telescópios no espaço?,O Sol morrerá um dia. O que ele se tornará?,Identifique a nebulosa:,Selecione a alternativa que associa corretamente a constelação a seu nome:
10219827450,216856699,09/16/2018 03:02:30 AM,09/16/2018 03:15:31 AM,,,,,,18 a 24,Masculino,Superior Incompleto,Pós-graduação Completo,Pós-graduação Completo,Estudante,,,,,,,,,,,,,,,,,,
10219795286,216856699,09/16/2018 02:02:44 AM,09/16/2018 02:09:12 AM,,,,,,18 a 24,Feminino,Médio Completo,Médio Completo,Pós-graduação Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Helicoidal,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É o ""resto"" de uma estrela após esta ter morrido",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Escorpião
10219786022,216856699,09/16/2018 01:40:03 AM,09/16/2018 08:39:30 AM,,,,,,18 a 24,Masculino,Superior Completo,Superior Completo,Superior Completo,Programador,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Caixa
10219775696,216856699,09/16/2018 01:15:31 AM,09/16/2018 01:19:47 AM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Médio Completo,Outros,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Elisabete Costa,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 3,Escorpião
10219768073,216856699,09/16/2018 12:58:08 AM,09/16/2018 01:05:44 AM,,,,,,18 a 24,Feminino,Médio Completo,Superior Completo,Pós-graduação Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Helicoidal,"Ocorre quando o Sol fica entre a Lua e a Terra, direcionando os raios solares de tal forma que estes não atingem a Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Rebeca Gusmão,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 1,Escorpião
10219758221,216856699,09/16/2018 12:13:14 AM,09/16/2018 12:40:39 AM,,,,,,25 a 34,Masculino,Pós-graduação Completo,Superior Completo,Médio Completo,Economista,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 4,Escorpião
10219758002,216856699,09/16/2018 12:36:20 AM,09/16/2018 12:41:52 AM,,,,,,35 a 44,Masculino,Pós-graduação Completo,Fundamental Incompleto,Fundamental Incompleto,Outros,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É o ""resto"" de uma estrela após esta ter morrido",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10219752215,216856699,09/16/2018 12:24:09 AM,09/16/2018 12:34:02 AM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Outros,Uma estrela,7,Saturno,Via Láctea,Um satélite natural,150 sextilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 1,Lira
10219752058,216856699,09/16/2018 12:24:04 AM,09/16/2018 12:28:58 AM,,,,,,25 a 34,Masculino,Superior Incompleto,Pós-graduação Completo,Médio Completo,Matemático,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Escorpião
10219746338,216856699,09/16/2018 12:11:43 AM,09/16/2018 01:10:04 AM,,,,,,45 a 60,Masculino,Pós-graduação Completo,Médio Completo,Fundamental Completo,Empresário,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Helicoidal,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Escorpião
10219739528,216856699,09/15/2018 11:56:43 PM,09/16/2018 12:06:34 AM,,,,,,35 a 44,Masculino,Superior Completo,Médio Completo,Médio Completo,Outros,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10219739359,216856699,09/15/2018 11:39:07 PM,09/16/2018 12:03:45 AM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Pós-graduação Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Alberto Garibaldi,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Órion
10219739025,216856699,09/15/2018 11:56:33 PM,09/16/2018 12:06:23 AM,,,,,,25 a 34,Masculino,Pós-graduação Completo,Fundamental Incompleto,Fundamental Incompleto,Programador,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Escorpião
10219737092,216856699,09/15/2018 11:52:00 PM,09/16/2018 12:06:24 AM,,,,,,45 a 60,Masculino,Superior Completo,Fundamental Completo,Fundamental Completo,Outros,Uma estrela,7,Júpiter,Andrômeda,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Caixa
10219736963,216856699,09/15/2018 11:51:58 PM,09/15/2018 11:53:04 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Completo,Fundamental Incompleto,Estudante,,,,,,,,,,,,,,,,,,
10219736147,216856699,09/15/2018 11:50:04 PM,09/16/2018 12:03:45 AM,,,,,,18 a 24,Feminino,Superior Incompleto,Pós-graduação Completo,Superior Completo,Estatístico,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do céu com muitas nuvens, que dificulta as observações",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"É uma questão territorial; telescópios no espaço estão em ""território internacional"", portanto, livres de taxações e possíveis disputas geopolíticas",Um Buraco Negro,Image 4,Escorpião
10219730947,216856699,09/15/2018 11:40:00 PM,09/15/2018 11:47:19 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Médio Incompleto,Superior Completo,Vendedor,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 2,Lira
10219730355,216856699,09/15/2018 11:38:45 PM,09/15/2018 11:43:42 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Pós-graduação Completo,Superior Completo,Outros,Uma estrela,8,Júpiter,Via Láctea,Um asteroide,150 bilhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Rebeca Gusmão,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Lira
10219726729,216856699,09/15/2018 11:31:54 PM,09/15/2018 11:35:33 PM,,,,,,45 a 60,Masculino,Superior Completo,Médio Completo,Médio Completo,Publicitário,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 1,Escorpião
10219723859,216856699,09/15/2018 11:26:11 PM,09/15/2018 11:29:43 PM,,,,,,14 a 17,Masculino,Médio Incompleto,Pós-graduação Completo,Pós-graduação Completo,Estudante,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma região do céu com muitas nuvens, que dificulta as observações",Alberto Garibaldi,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",550 milhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma nova estrela,Image 4,Escorpião
10219723462,216856699,09/15/2018 11:25:33 PM,09/15/2018 11:33:17 PM,,,,,,18 a 24,Masculino,Médio Completo,Superior Incompleto,Pós-graduação Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Elisabete Costa,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Órion
10219723297,216856699,09/15/2018 11:25:10 PM,09/15/2018 11:38:06 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Pós-graduação Completo,Superior Completo,Estudante,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Órion
10219722851,216856699,09/15/2018 11:24:08 PM,09/15/2018 11:25:07 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Incompleto,Médio Completo,Outros,,,,,,,,,,,,,,,,,,
10219719028,216856699,09/15/2018 11:15:24 PM,09/15/2018 11:22:46 PM,,,,,,25 a 34,Masculino,Superior Completo,Superior Incompleto,Superior Completo,Outros,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Órion
10219718449,216856699,09/15/2018 11:15:26 PM,09/15/2018 11:25:20 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Pós-graduação Completo,Superior Incompleto,Estudante,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um cometa que passa muito perto da Terra,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É o ""resto"" de uma estrela após esta ter morrido",Emilio Médici,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Escorpião
10219714323,216856699,09/15/2018 11:07:30 PM,09/15/2018 11:11:43 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Escorpião
10219710269,216856699,09/15/2018 10:59:54 PM,09/15/2018 11:07:52 PM,,,,,,35 a 44,Feminino,Pós-graduação Completo,Fundamental Incompleto,Fundamental Incompleto,Cientista de Dados,Uma estrela,5,Sol,Via Láctea,Um satélite natural,150 bilhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um cometa que passa muito perto da Terra,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É o ""resto"" de uma estrela após esta ter morrido",Rebeca Gusmão,É uma região do espaço através da qual é possível viajar para outras dimensões,14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma nova estrela,Image 4,Lira
10219708346,216856699,09/15/2018 10:56:28 PM,09/15/2018 11:03:23 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Completo,Médio Completo,Estudante,Uma estrela,7,Júpiter,Ela não tem nome,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É o ""resto"" de uma estrela após esta ter morrido",Marcelo Gleiser,"É uma estrela formada por elementos que não estão na tabela periódica, e que portanto não interagem com a luz",550 milhões de anos,"É uma questão territorial; telescópios no espaço estão em ""território internacional"", portanto, livres de taxações e possíveis disputas geopolíticas",Uma Supernova,Image 1,Órion
10219702908,216856699,09/15/2018 10:44:54 PM,09/15/2018 10:52:18 PM,,,,,,45 a 60,Masculino,Pós-graduação Completo,Fundamental Incompleto,Médio Completo,Outros,Uma estrela,9,Marte,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 1,Escorpião
10219700669,216856699,09/15/2018 10:41:43 PM,09/15/2018 10:48:07 PM,,,,,,35 a 44,Masculino,Pós-graduação Completo,Pós-graduação Completo,Fundamental Completo,Militar,Uma estrela,8,Marte,Via Láctea,Um satélite natural,150 mil Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Emilio Médici,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Lira
